training_id,client_id,certificate_number,training_title,category,duration_hours,start_date,end_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
1118,2118,CERT-2026-01118,Data Science Bootcamp 1118,Data Science,74,2026-01-06,2026-01-24,COMPLETED,13,8,2,3,0.62,3.5,0.81,0.92,76.7,67.2,65.1,62.2,6,1,1,69.6,D,2026-02-04,2027-02-04,ISSUED,0.3986,1
1119,2119,CERT-2026-01119,Web Development Bootcamp 1119,Web Development,51,2025-11-20,2025-12-03,COMPLETED,11,7,1,3,0.61,4.3,0.72,0.83,40.8,58.1,29.3,34.2,2,3,0,47.8,F,,,REVOKED,0.3349,0
1120,2120,CERT-2026-01120,Web Development Bootcamp 1120,Web Development,25,2025-12-18,2025-12-24,COMPLETED,14,8,4,2,0.54,4.5,0.62,0.9,52.5,76.2,29.8,44.6,3,0,0,58.0,F,,,PENDING,0.3812,0
1122,2122,CERT-2026-01122,Cybersecurity Bootcamp 1122,Cybersecurity,47,2026-03-04,2026-03-16,COMPLETED,9,7,1,1,0.75,4.1,1.0,0.88,76.7,77.8,100.0,78.9,4,0,1,83.1,B,2026-03-27,2027-03-27,ISSUED,0.9328,1
1124,2124,CERT-2026-01124,UI/UX Bootcamp 1124,UI/UX,38,2025-10-27,2025-11-06,COMPLETED,9,7,1,1,0.81,5.0,0.91,0.91,82.1,100.0,77.4,83.6,9,0,1,89.4,B,2025-11-27,2026-11-27,ISSUED,0.915,1
1125,2125,CERT-2026-01125,Data Science Bootcamp 1125,Data Science,57,2026-01-09,2026-01-23,COMPLETED,7,5,1,1,0.68,4.5,1.0,0.88,87.3,52.7,88.8,54.3,6,2,0,70.4,C,,,PENDING,0.3202,0
1127,2127,CERT-2026-01127,Web Development Bootcamp 1127,Web Development,39,2025-11-28,2025-12-08,COMPLETED,6,4,1,1,0.63,3.5,1.0,0.96,65.8,71.1,94.3,46.9,6,0,2,72.2,C,2025-12-27,2026-12-27,ISSUED,0.7671,1
1128,2128,CERT-2026-01128,Cybersecurity Bootcamp 1128,Cybersecurity,73,2026-03-15,2026-04-02,COMPLETED,10,5,2,3,0.51,3.5,0.91,1.0,46.0,63.9,87.7,70.8,2,3,0,67.1,D,,,PENDING,0.3207,0
1131,2131,CERT-2026-01131,Data Science Bootcamp 1131,Data Science,54,2025-12-03,2025-12-17,COMPLETED,10,4,3,3,0.35,3.1,0.76,1.0,83.0,74.7,32.8,56.0,7,1,1,67.8,D,2025-12-20,2026-12-20,ISSUED,0.426,1
1133,2133,CERT-2026-01133,UI/UX Bootcamp 1133,UI/UX,48,2025-11-09,2025-11-21,COMPLETED,3,2,0,1,0.51,3.4,0.75,0.84,38.0,60.2,69.8,59.8,12,2,2,58.1,F,,,PENDING,0.1207,0
1134,2134,CERT-2026-01134,Data Science Bootcamp 1134,Data Science,61,2025-12-08,2025-12-23,COMPLETED,9,6,1,2,0.62,4.4,0.81,0.92,34.5,62.2,59.3,,6,0,1,56.4,F,2025-12-30,2026-12-30,ISSUED,0.4584,1
1135,2135,CERT-2026-01135,Web Development Bootcamp 1135,Web Development,30,2025-11-15,2025-11-23,COMPLETED,5,3,1,1,0.54,4.0,0.58,0.98,38.7,43.7,38.7,40.6,3,0,0,42.8,F,,,REVOKED,0.0369,0
1137,2137,CERT-2026-01137,Cybersecurity Bootcamp 1137,Cybersecurity,56,2026-02-02,2026-02-16,COMPLETED,9,7,1,1,0.76,4.6,1.0,0.99,95.8,100.0,100.0,100.0,14,0,7,99.1,A,2026-03-08,2027-03-08,ISSUED,0.9542,1
1139,2139,CERT-2026-01139,Cybersecurity Bootcamp 1139,Cybersecurity,50,2026-02-26,2026-03-10,COMPLETED,6,3,2,1,0.46,4.5,0.68,0.87,25.0,44.4,50.7,26.5,6,1,0,40.5,F,,,REVOKED,0.0034,0
1140,2140,CERT-2026-01140,Cloud Bootcamp 1140,Cloud,62,2026-01-31,2026-02-16,COMPLETED,6,2,2,2,0.28,3.8,0.92,0.87,61.8,63.2,42.5,53.2,1,1,0,61.3,D,2026-03-02,2027-03-02,ISSUED,0.3871,1
1142,2142,CERT-2026-01142,Cybersecurity Bootcamp 1142,Cybersecurity,45,2025-11-14,2025-11-25,COMPLETED,5,2,1,2,0.48,3.9,0.79,0.96,50.8,56.0,75.4,70.9,7,1,0,62.3,D,,,PENDING,0.4561,0
1143,2143,CERT-2026-01143,Web Development Bootcamp 1143,Web Development,46,2025-12-06,2025-12-18,COMPLETED,8,6,1,1,0.8,4.7,0.74,0.83,51.9,63.1,75.3,68.3,5,3,1,64.3,D,,,PENDING,0.5438,0
1144,2144,CERT-2026-01144,Cybersecurity Bootcamp 1144,Cybersecurity,50,2025-12-06,2025-12-18,COMPLETED,8,2,4,2,0.22,2.8,0.71,0.87,32.5,27.9,43.4,41.2,8,3,0,37.5,F,,,REVOKED,0.0112,0
1145,2145,CERT-2026-01145,Web Development Bootcamp 1145,Web Development,43,2026-03-07,2026-03-18,COMPLETED,13,7,2,4,0.57,3.7,0.47,0.92,25.0,52.3,36.7,34.2,6,2,0,40.7,F,,,REVOKED,0.0129,0
1146,2146,CERT-2026-01146,Mobile Bootcamp 1146,Mobile,38,2026-02-04,2026-02-14,COMPLETED,16,11,2,3,0.7,4.3,0.98,0.84,92.2,67.3,77.7,73.7,8,0,0,78.3,C,2026-03-03,2027-03-03,ISSUED,0.7572,1
1147,2147,CERT-2026-01147,Mobile Bootcamp 1147,Mobile,52,2026-01-02,2026-01-15,COMPLETED,7,3,1,3,0.42,3.9,0.58,0.86,28.3,42.8,22.4,54.4,5,1,0,40.1,F,,,REVOKED,0.0378,0
1148,2148,CERT-2026-01148,Web Development Bootcamp 1148,Web Development,56,2026-02-05,2026-02-19,COMPLETED,6,4,1,1,0.62,3.2,0.67,0.87,,63.5,64.2,38.9,4,2,1,57.9,F,,,REVOKED,0.1739,0
1149,2149,CERT-2026-01149,Web Development Bootcamp 1149,Web Development,38,2026-01-16,2026-01-26,COMPLETED,11,7,1,3,0.67,4.6,0.85,0.94,48.1,88.5,82.2,74.7,7,2,0,76.2,C,,,PENDING,0.606,0
1150,2150,CERT-2026-01150,Web Development Bootcamp 1150,Web Development,53,2025-12-09,2025-12-22,COMPLETED,10,6,1,3,0.61,4.2,1.0,0.92,98.1,100.0,86.0,87.9,11,2,1,95.7,A,2026-01-04,2027-01-04,ISSUED,0.7634,1
1151,2151,CERT-2026-01151,Mobile Bootcamp 1151,Mobile,49,2025-11-25,2025-12-07,COMPLETED,8,5,1,2,0.59,4.2,0.99,1.0,59.7,91.4,57.9,66.5,6,1,2,76.5,C,2025-12-23,2026-12-23,ISSUED,0.6566,1
1152,2152,CERT-2026-01152,UI/UX Bootcamp 1152,UI/UX,41,2026-01-31,2026-02-10,COMPLETED,13,6,3,4,0.46,3.8,1.0,0.99,76.5,96.0,86.2,94.9,11,0,2,90.6,A,,,PENDING,0.8041,0
1153,2153,CERT-2026-01153,Web Development Bootcamp 1153,Web Development,36,2026-01-14,2026-01-23,COMPLETED,11,7,2,2,0.66,3.8,0.97,0.88,57.0,91.6,83.5,57.9,3,1,1,78.0,C,,,PENDING,0.7715,0
1155,2155,CERT-2026-01155,Mobile Bootcamp 1155,Mobile,32,2025-10-11,2025-10-19,COMPLETED,9,5,2,2,0.57,4.3,0.91,0.93,55.8,81.1,65.6,65.1,0,1,4,71.8,C,,,PENDING,0.5459,0
1157,2157,CERT-2026-01157,Data Science Bootcamp 1157,Data Science,60,2026-02-20,2026-03-07,COMPLETED,4,4,0,0,0.9,3.8,0.75,0.94,44.0,46.7,79.3,66.1,3,2,0,56.6,F,,,REVOKED,0.1075,0
1158,2158,CERT-2026-01158,Cloud Bootcamp 1158,Cloud,64,2025-11-12,2025-11-28,COMPLETED,7,4,2,1,0.63,3.8,0.82,0.8,46.6,49.2,64.4,79.0,6,0,1,58.8,F,,,PENDING,0.0782,0
1164,2164,CERT-2026-01164,UI/UX Bootcamp 1164,UI/UX,24,2025-12-06,2025-12-12,COMPLETED,9,5,2,2,0.51,3.6,0.85,0.84,,59.5,99.8,60.9,2,1,2,66.7,D,2025-12-31,2026-12-31,ISSUED,0.1372,1
1165,2165,CERT-2026-01165,Data Science Bootcamp 1165,Data Science,54,2025-11-06,2025-11-20,COMPLETED,8,4,3,1,0.52,3.5,0.77,0.94,63.2,66.4,22.2,58.4,2,2,1,59.3,F,2025-12-08,2026-12-08,ISSUED,0.6244,1
1166,2166,CERT-2026-01166,Cloud Bootcamp 1166,Cloud,50,2025-10-25,2025-11-06,COMPLETED,8,4,2,2,0.56,4.3,0.88,0.91,60.0,64.1,47.0,62.9,5,2,0,63.0,D,,,PENDING,0.2895,0
1168,2168,CERT-2026-01168,Web Development Bootcamp 1168,Web Development,44,2026-02-09,2026-02-20,COMPLETED,8,6,1,1,0.7,3.5,0.82,0.88,68.9,81.6,44.1,58.3,7,0,0,69.9,D,,,PENDING,0.6436,0
1171,2171,CERT-2026-01171,Cybersecurity Bootcamp 1171,Cybersecurity,65,2025-12-27,2026-01-12,COMPLETED,8,5,1,2,0.62,3.5,0.59,1.0,47.4,63.3,15.8,47.0,0,1,1,50.1,F,2026-02-01,2027-02-01,ISSUED,0.2357,1
1172,2172,CERT-2026-01172,Cloud Bootcamp 1172,Cloud,44,2026-02-22,2026-03-05,COMPLETED,13,10,2,1,0.75,4.7,0.84,0.89,35.1,58.1,65.2,68.0,0,3,1,58.2,F,,,PENDING,0.2398,0
1173,2173,CERT-2026-01173,Mobile Bootcamp 1173,Mobile,41,2025-11-13,2025-11-23,COMPLETED,10,6,2,2,0.58,3.9,0.85,0.99,53.3,72.1,90.8,52.2,2,0,1,68.7,D,2025-12-11,2026-12-11,ISSUED,0.7838,1
1174,2174,CERT-2026-01174,Data Science Bootcamp 1174,Data Science,67,2025-12-09,2025-12-26,COMPLETED,15,9,2,4,0.59,4.0,0.8,0.9,84.2,60.7,38.8,50.8,11,3,1,63.2,D,2025-12-28,2026-12-28,ISSUED,0.6435,1
1175,2175,CERT-2026-01175,Web Development Bootcamp 1175,Web Development,42,2025-12-16,2025-12-26,COMPLETED,6,3,1,2,0.49,2.9,0.53,1.0,27.6,53.1,46.6,29.3,11,5,1,42.8,F,,,REVOKED,0.0382,0
1177,2177,CERT-2026-01177,Cybersecurity Bootcamp 1177,Cybersecurity,47,2025-11-16,2025-11-28,COMPLETED,13,8,3,2,0.59,4.6,1.0,1.0,94.6,94.0,100.0,89.5,10,0,3,94.9,A,2025-12-05,2026-12-05,ISSUED,0.87,1
1179,2179,CERT-2026-01179,Cybersecurity Bootcamp 1179,Cybersecurity,47,2026-03-10,2026-03-22,COMPLETED,6,3,2,1,0.56,3.8,1.0,1.0,88.9,78.7,98.5,72.9,0,0,1,84.9,B,2026-04-09,2027-04-09,ISSUED,0.8574,1
1182,2182,CERT-2026-01182,Cloud Bootcamp 1182,Cloud,43,2026-02-22,2026-03-05,COMPLETED,5,4,1,0,0.77,3.6,0.9,1.0,64.8,64.8,65.6,71.5,1,3,3,68.5,D,,,PENDING,0.2525,0
1183,2183,CERT-2026-01183,Cloud Bootcamp 1183,Cloud,45,2025-12-02,2025-12-13,COMPLETED,8,4,2,2,0.53,2.7,0.73,0.87,52.4,33.3,53.0,43.9,6,1,0,45.9,F,,,REVOKED,0.0544,0
1184,2184,CERT-2026-01184,Cloud Bootcamp 1184,Cloud,56,2025-12-13,2025-12-27,COMPLETED,6,5,0,1,0.83,3.9,0.84,0.99,43.8,57.4,71.2,55.4,0,1,3,58.7,F,2026-01-09,2027-01-09,ISSUED,0.6695,1
1185,2185,CERT-2026-01185,Web Development Bootcamp 1185,Web Development,50,2026-02-18,2026-03-02,COMPLETED,10,8,1,1,0.8,,0.88,0.91,61.0,71.6,66.7,62.9,4,1,0,68.8,D,,,PENDING,0.6365,0
1190,2190,CERT-2026-01190,Data Science Bootcamp 1190,Data Science,48,2026-02-27,2026-03-11,COMPLETED,10,5,2,3,0.54,2.7,0.7,0.93,53.2,52.1,40.2,51.5,2,2,1,52.4,F,,,REVOKED,0.0621,0
1192,2192,CERT-2026-01192,Cybersecurity Bootcamp 1192,Cybersecurity,51,2026-02-16,2026-03-01,COMPLETED,9,4,1,4,0.48,4.3,0.87,0.92,62.9,53.7,83.6,58.1,9,1,1,63.9,D,,,PENDING,0.3144,0
1193,2193,CERT-2026-01193,Cloud Bootcamp 1193,Cloud,58,2025-12-23,2026-01-06,COMPLETED,4,2,1,1,0.46,3.7,0.92,0.85,78.2,90.1,79.9,83.3,6,1,4,85.2,B,2026-01-21,2027-01-21,ISSUED,0.9327,1
1194,2194,CERT-2026-01194,Mobile Bootcamp 1194,Mobile,53,2026-01-24,2026-02-06,COMPLETED,7,7,0,0,1.0,4.1,0.98,0.93,63.4,50.8,76.5,48.2,12,1,0,61.5,D,2026-02-27,2027-02-27,ISSUED,0.4174,1
1197,2197,CERT-2026-01197,Cloud Bootcamp 1197,Cloud,73,2025-11-17,2025-12-05,COMPLETED,5,3,1,1,0.64,3.4,0.67,0.93,44.2,42.2,46.5,38.5,0,2,1,45.1,F,,,REVOKED,0.0619,0
1198,2198,CERT-2026-01198,Web Development Bootcamp 1198,Web Development,43,2025-12-01,2025-12-12,COMPLETED,12,8,2,2,0.65,3.9,0.73,0.83,36.3,55.7,64.4,62.5,7,0,0,55.5,F,,,REVOKED,0.2837,0
1200,2200,CERT-2026-01200,Cloud Bootcamp 1200,Cloud,53,2026-02-16,2026-03-01,COMPLETED,18,13,3,2,0.71,4.2,1.0,0.84,89.9,80.1,97.9,78.1,6,0,5,86.4,B,,,PENDING,0.8533,0
1202,2202,CERT-2026-01202,Data Science Bootcamp 1202,Data Science,45,2025-10-17,2025-10-28,COMPLETED,7,3,1,3,0.46,3.9,0.73,0.89,51.9,68.6,64.4,56.5,7,3,1,62.8,D,2025-11-14,2026-11-14,ISSUED,0.3012,1
1203,2203,CERT-2026-01203,UI/UX Bootcamp 1203,UI/UX,39,2025-11-24,2025-12-04,COMPLETED,15,7,3,5,0.44,3.4,0.65,0.94,35.5,36.4,66.3,32.7,0,0,0,42.7,F,,,REVOKED,0.0542,0
1206,2206,CERT-2026-01206,Web Development Bootcamp 1206,Web Development,47,2026-03-04,2026-03-16,COMPLETED,14,10,2,2,0.74,4.1,0.91,0.99,58.4,61.9,63.0,57.4,3,3,2,63.5,D,2026-03-30,2027-03-30,ISSUED,0.1293,1
1208,2208,CERT-2026-01208,Web Development Bootcamp 1208,Web Development,43,2026-01-13,2026-01-24,COMPLETED,8,5,1,2,0.61,,0.96,0.91,57.1,77.6,37.9,50.2,7,1,5,65.0,D,2026-02-14,2027-02-14,ISSUED,0.8149,1
1209,2209,CERT-2026-01209,Cloud Bootcamp 1209,Cloud,61,2026-01-18,2026-02-02,COMPLETED,6,3,1,2,0.51,3.3,0.7,0.9,66.6,84.6,40.5,69.6,9,3,1,70.6,C,,,PENDING,0.4871,0
1210,2210,CERT-2026-01210,Data Science Bootcamp 1210,Data Science,55,2026-03-12,2026-03-26,COMPLETED,6,5,0,1,0.8,4.5,0.97,0.89,78.1,77.8,77.7,89.4,1,1,4,81.6,B,2026-03-31,2027-03-31,ISSUED,0.72,1
1219,2219,CERT-2026-01219,Web Development Bootcamp 1219,Web Development,67,2025-12-16,2026-01-02,COMPLETED,4,3,0,1,0.72,3.0,0.67,0.94,50.7,24.9,39.1,39.1,6,2,0,39.0,F,,,REVOKED,0.0604,0
1220,2220,CERT-2026-01220,Mobile Bootcamp 1220,Mobile,31,2025-10-24,2025-11-01,COMPLETED,8,4,2,2,0.54,4.3,1.0,1.0,85.1,90.1,76.5,65.9,5,0,1,84.2,B,,,PENDING,0.7298,0
1221,2221,CERT-2026-01221,Cybersecurity Bootcamp 1221,Cybersecurity,51,2025-10-31,2025-11-13,COMPLETED,8,4,1,3,0.54,3.8,0.95,0.85,83.4,84.3,84.7,75.3,0,2,0,83.8,B,2025-11-28,2026-11-28,ISSUED,0.5176,1
1222,2222,CERT-2026-01222,Web Development Bootcamp 1222,Web Development,48,2025-12-14,2025-12-26,COMPLETED,9,3,3,3,0.37,4.2,0.96,0.92,89.6,100.0,78.0,84.4,8,1,1,91.7,A,,,PENDING,0.8045,0
1223,2223,CERT-2026-01223,Data Science Bootcamp 1223,Data Science,48,2026-01-26,2026-02-07,COMPLETED,8,4,1,3,0.54,4.5,0.89,0.96,76.8,85.5,40.2,100.0,11,2,8,79.9,C,2026-02-18,2027-02-18,ISSUED,0.9547,1
1229,2229,CERT-2026-01229,Data Science Bootcamp 1229,Data Science,75,2026-02-17,2026-03-08,COMPLETED,7,7,0,0,1.0,4.8,1.0,0.89,87.2,83.0,100.0,86.3,7,2,3,88.5,B,2026-03-19,2027-03-19,ISSUED,0.8732,1
1230,2230,CERT-2026-01230,Cybersecurity Bootcamp 1230,Cybersecurity,38,2026-03-22,2026-04-01,COMPLETED,8,4,2,2,0.54,3.8,1.0,0.96,94.1,77.8,95.2,,10,0,4,82.4,B,2026-04-11,2027-04-11,ISSUED,0.9221,1
1232,2232,CERT-2026-01232,Web Development Bootcamp 1232,Web Development,50,2026-01-04,2026-01-16,COMPLETED,6,2,2,2,0.26,2.9,0.89,0.86,43.4,59.5,55.7,59.3,5,0,1,58.3,F,2026-01-20,2027-01-20,ISSUED,0.4489,1
1233,2233,CERT-2026-01233,Data Science Bootcamp 1233,Data Science,49,2026-01-01,2026-01-13,COMPLETED,8,3,3,2,0.37,3.6,1.0,0.89,74.7,79.6,71.5,93.1,2,2,3,81.6,B,2026-01-26,2027-01-26,ISSUED,0.7776,1
1236,2236,CERT-2026-01236,Data Science Bootcamp 1236,Data Science,58,2025-11-17,2025-12-01,COMPLETED,9,6,2,1,0.72,3.9,0.88,0.94,68.7,70.1,36.6,61.7,7,2,0,65.5,D,,,PENDING,0.287,0
1239,2239,CERT-2026-01239,UI/UX Bootcamp 1239,UI/UX,47,2025-11-24,2025-12-06,COMPLETED,5,2,1,2,0.42,4.6,0.84,1.0,68.1,75.0,62.8,67.8,4,1,5,71.5,C,2025-12-27,2026-12-27,ISSUED,0.5389,1
1243,2243,CERT-2026-01243,Cloud Bootcamp 1243,Cloud,38,2025-11-15,2025-11-25,COMPLETED,5,4,0,1,0.86,5.0,0.76,1.0,80.6,87.5,61.2,71.2,13,1,0,78.5,C,2025-12-15,2026-12-15,ISSUED,0.4974,1
1244,2244,CERT-2026-01244,Mobile Bootcamp 1244,Mobile,33,2026-01-16,2026-01-24,COMPLETED,9,9,0,0,1.0,4.9,0.74,0.94,62.2,74.0,65.3,35.5,11,3,0,64.0,D,,,PENDING,0.2952,0
1245,2245,CERT-2026-01245,Cybersecurity Bootcamp 1245,Cybersecurity,58,2025-10-31,2025-11-14,COMPLETED,7,5,1,1,0.71,4.1,0.87,0.95,94.1,81.4,87.6,89.8,4,1,0,87.0,B,2025-12-03,2026-12-03,ISSUED,0.7972,1
1250,2250,CERT-2026-01250,Cybersecurity Bootcamp 1250,Cybersecurity,48,2025-11-11,2025-11-23,COMPLETED,8,5,2,1,0.67,3.9,0.86,0.96,40.7,65.9,43.6,79.5,6,5,1,61.4,D,,,PENDING,0.3275,0
1251,2251,CERT-2026-01251,Web Development Bootcamp 1251,Web Development,39,2025-12-30,2026-01-09,COMPLETED,5,2,1,2,0.41,3.7,0.94,0.9,77.4,49.8,39.1,64.9,3,2,0,61.2,D,,,PENDING,0.13,0
1253,2253,CERT-2026-01253,Web Development Bootcamp 1253,Web Development,48,2025-11-18,2025-11-30,COMPLETED,11,7,2,2,0.66,,1.0,0.87,87.8,100.0,73.7,95.7,3,0,3,92.9,A,2025-12-18,2026-12-18,ISSUED,0.9585,1
1256,2256,CERT-2026-01256,Web Development Bootcamp 1256,Web Development,24,2025-11-09,2025-11-15,COMPLETED,11,9,1,1,0.79,4.7,0.91,0.83,82.0,60.5,100.0,64.8,4,0,0,74.5,C,2025-11-28,2026-11-28,ISSUED,0.7171,1
1257,2257,CERT-2026-01257,Web Development Bootcamp 1257,Web Development,41,2025-12-01,2025-12-11,COMPLETED,10,6,2,2,0.63,3.9,0.7,0.89,60.2,57.2,19.3,70.3,6,3,0,55.9,F,,,REVOKED,0.144,0
1259,2259,CERT-2026-01259,Mobile Bootcamp 1259,Mobile,35,2026-03-04,2026-03-13,COMPLETED,5,3,1,1,0.64,3.0,0.8,0.89,69.1,52.3,42.0,60.2,7,2,1,58.6,F,,,PENDING,0.0441,0
1260,2260,CERT-2026-01260,Cybersecurity Bootcamp 1260,Cybersecurity,72,2025-12-08,2025-12-26,COMPLETED,6,2,2,2,0.34,3.2,0.93,0.98,70.0,60.1,39.3,,5,2,0,61.8,D,,,PENDING,0.5619,0
1262,2262,CERT-2026-01262,Web Development Bootcamp 1262,Web Development,41,2025-11-11,2025-11-21,COMPLETED,11,8,1,2,0.71,4.1,0.97,0.9,75.3,75.7,80.4,74.9,4,0,2,78.3,C,,,PENDING,0.3686,0
1264,2264,CERT-2026-01264,Data Science Bootcamp 1264,Data Science,64,2026-01-04,2026-01-20,COMPLETED,5,3,1,1,0.5,3.1,0.66,0.9,,56.6,30.0,41.6,3,2,1,50.8,F,,,REVOKED,0.0899,0
1266,2266,CERT-2026-01266,Cloud Bootcamp 1266,Cloud,74,2026-02-25,2026-03-15,COMPLETED,2,2,0,0,0.93,3.9,0.72,0.81,,54.6,50.2,67.8,3,1,1,57.7,F,,,REVOKED,0.1466,0
1267,2267,CERT-2026-01267,Data Science Bootcamp 1267,Data Science,63,2026-01-19,2026-02-04,COMPLETED,10,2,2,6,0.21,3.2,0.9,0.83,73.0,59.7,57.0,58.5,6,1,2,65.1,D,2026-02-09,2027-02-09,ISSUED,0.3819,1
1268,2268,CERT-2026-01268,Web Development Bootcamp 1268,Web Development,42,2025-12-03,2025-12-13,COMPLETED,6,4,1,1,0.63,3.5,0.72,0.94,41.2,54.1,26.2,55.4,8,0,0,49.4,F,,,REVOKED,0.1149,0
1271,2271,CERT-2026-01271,Data Science Bootcamp 1271,Data Science,66,2025-10-19,2025-11-04,COMPLETED,6,3,1,2,0.45,4.2,0.96,0.93,,84.3,98.8,66.5,6,1,2,78.0,C,2025-11-10,2026-11-10,ISSUED,0.8301,1
1272,2272,CERT-2026-01272,Data Science Bootcamp 1272,Data Science,60,2026-03-26,2026-04-10,COMPLETED,10,5,2,3,0.53,5.0,0.91,0.98,77.4,86.7,63.5,84.0,8,0,2,81.4,B,2026-04-27,2027-04-27,ISSUED,0.9182,1
1276,2276,CERT-2026-01276,Web Development Bootcamp 1276,Web Development,40,2026-01-25,2026-02-04,COMPLETED,6,4,1,1,0.74,4.5,0.96,0.92,84.0,77.9,65.0,100.0,8,0,1,82.8,B,,,PENDING,0.8746,0
1277,2277,CERT-2026-01277,Web Development Bootcamp 1277,Web Development,43,2026-03-12,2026-03-23,COMPLETED,12,12,0,0,1.0,4.5,0.71,0.9,62.0,51.9,31.0,33.2,3,1,1,50.1,F,,,REVOKED,0.2529,0
1279,2279,CERT-2026-01279,Cloud Bootcamp 1279,Cloud,46,2025-12-04,2025-12-16,COMPLETED,5,3,1,1,0.6,3.6,0.73,0.92,61.9,35.0,40.3,,9,3,1,48.7,F,,,REVOKED,0.1358,0
1280,2280,CERT-2026-01280,Mobile Bootcamp 1280,Mobile,40,2026-01-27,2026-02-06,COMPLETED,10,7,1,2,0.66,4.4,0.94,0.83,78.7,93.1,62.6,81.0,4,2,3,83.8,B,2026-02-12,2027-02-12,ISSUED,0.4799,1
1281,2281,CERT-2026-01281,Mobile Bootcamp 1281,Mobile,54,2026-01-27,2026-02-10,COMPLETED,7,7,0,0,0.97,4.8,1.0,0.88,60.9,62.5,70.7,67.2,6,1,4,67.8,D,2026-03-02,2027-03-02,ISSUED,0.4139,1
1282,2282,CERT-2026-01282,Data Science Bootcamp 1282,Data Science,49,2025-12-12,2025-12-24,COMPLETED,10,8,1,1,0.83,5.0,1.0,1.0,76.8,99.0,64.1,69.1,7,0,0,84.5,B,2026-01-04,2027-01-04,ISSUED,0.9398,1
1284,2284,CERT-2026-01284,Cloud Bootcamp 1284,Cloud,33,2026-02-17,2026-02-25,COMPLETED,10,5,1,4,0.54,3.9,0.67,0.99,40.8,63.8,38.7,42.7,4,3,4,52.2,F,,,REVOKED,0.3302,0
1285,2285,CERT-2026-01285,UI/UX Bootcamp 1285,UI/UX,20,2025-10-16,2025-10-21,COMPLETED,4,2,1,1,0.61,4.8,1.0,0.8,88.4,87.8,82.0,100.0,9,1,5,90.3,A,2025-10-24,2026-10-24,ISSUED,0.8154,1
1286,2286,CERT-2026-01286,Cloud Bootcamp 1286,Cloud,47,2025-12-31,2026-01-12,COMPLETED,6,3,1,2,0.54,3.9,1.0,0.94,75.1,92.7,87.5,90.5,3,0,1,88.5,B,2026-01-31,2027-01-31,ISSUED,0.7834,1
1288,2288,CERT-2026-01288,Cybersecurity Bootcamp 1288,Cybersecurity,55,2026-03-10,2026-03-24,COMPLETED,9,5,2,2,0.6,,0.83,0.98,29.7,55.1,94.4,59.8,12,0,1,58.6,F,,,PENDING,0.4759,0
1289,2289,CERT-2026-01289,Mobile Bootcamp 1289,Mobile,54,2025-12-09,2025-12-23,COMPLETED,6,3,1,2,0.54,4.4,0.83,0.94,57.8,66.3,69.4,59.6,5,1,1,65.5,D,2025-12-31,2026-12-31,ISSUED,0.262,1
1290,2290,CERT-2026-01290,Cybersecurity Bootcamp 1290,Cybersecurity,52,2026-03-08,2026-03-21,COMPLETED,6,5,0,1,0.8,3.8,0.92,0.95,71.6,61.3,73.6,70.9,6,0,0,69.9,D,2026-04-03,2027-04-03,ISSUED,0.6195,1
1291,2291,CERT-2026-01291,Mobile Bootcamp 1291,Mobile,45,2026-01-03,2026-01-14,COMPLETED,7,5,1,1,0.75,4.4,0.84,0.83,73.9,88.5,75.8,98.0,0,2,1,84.6,B,2026-01-24,2027-01-24,ISSUED,0.7912,1
1292,2292,CERT-2026-01292,UI/UX Bootcamp 1292,UI/UX,42,2025-12-04,2025-12-14,COMPLETED,11,11,0,0,0.97,5.0,0.96,0.9,96.6,76.0,100.0,87.4,6,2,0,87.7,B,2025-12-16,2026-12-16,ISSUED,0.4212,1
1293,2293,CERT-2026-01293,Mobile Bootcamp 1293,Mobile,52,2025-11-20,2025-12-03,COMPLETED,6,4,1,1,0.75,3.9,0.93,0.74,81.8,60.4,85.4,61.8,8,2,4,72.1,C,,,PENDING,0.4949,0
1294,2294,CERT-2026-01294,Web Development Bootcamp 1294,Web Development,51,2025-12-07,2025-12-20,COMPLETED,10,7,1,2,0.7,3.4,0.97,1.0,71.9,72.0,65.8,74.3,1,0,2,74.0,C,2025-12-23,2026-12-23,ISSUED,0.9167,1
1295,2295,CERT-2026-01295,Cybersecurity Bootcamp 1295,Cybersecurity,48,2025-10-24,2025-11-05,COMPLETED,7,6,1,0,0.82,4.6,1.0,1.0,89.4,100.0,93.3,100.0,6,2,4,96.7,A,2025-11-08,2026-11-08,ISSUED,0.7826,1
1296,2296,CERT-2026-01296,Web Development Bootcamp 1296,Web Development,39,2026-02-01,2026-02-11,COMPLETED,8,8,0,0,0.94,,0.99,0.98,77.2,78.8,66.9,92.7,6,0,1,81.0,B,2026-02-18,2027-02-18,ISSUED,0.9047,1
1297,2297,CERT-2026-01297,Cloud Bootcamp 1297,Cloud,60,2025-11-05,2025-11-20,COMPLETED,9,7,1,1,0.74,3.9,0.91,0.96,70.3,49.6,55.5,48.6,3,3,1,59.0,F,2025-12-07,2026-12-07,ISSUED,0.1217,1
