training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
902,1902,CERT-2026-00902,Cloud Bootcamp 902,Cloud,51,13,2024-08-17,2024-08-30,,COMPLETED,8,5,1,2,0.64,4.4,1.0,0.97,78.0,75.4,83.1,94.3,0,1,0,80.9,92.5,81.6,B,,,PENDING,0.6304,0
903,1903,CERT-2026-00903,Mobile Bootcamp 903,Mobile,55,14,2025-10-29,2025-11-12,,COMPLETED,8,6,1,1,0.76,4.1,0.98,0.97,50.6,66.3,49.5,62.7,0,0,0,60.7,81.4,62.5,D,,,PENDING,0.6704,0
904,1904,CERT-2026-00904,Cloud Bootcamp 904,Cloud,55,14,2026-04-10,2026-04-26,,ONGOING,2,1,0,1,0.47,3.5,0.89,0.59,48.4,,74.8,44.5,9,0,0,49.9,86.2,56.6,F,,,PENDING,0.0,0
905,1905,CERT-2026-00905,Web Development Bootcamp 905,Web Development,54,14,2026-02-02,2026-02-13,2026-02-13,CANCELLED,3,2,1,0,0.64,4.7,0.93,0.2,66.9,,68.8,80.8,19,2,2,64.6,82.7,65.7,D,,,REVOKED,0.0,0
906,1906,CERT-2026-00906,Cloud Bootcamp 906,Cloud,42,10,2026-03-14,2026-03-15,2026-03-15,CANCELLED,2,2,0,0,0.76,3.9,0.89,0.23,43.2,,74.1,40.2,19,1,2,47.3,84.4,54.7,F,,,REVOKED,0.0,0
907,1907,CERT-2026-00907,Cloud Bootcamp 907,Cloud,54,14,2026-04-06,2026-04-25,,ONGOING,1,0,1,0,0.42,3.4,0.77,0.51,33.9,,56.2,38.8,14,3,0,44.2,69.5,49.2,F,,,PENDING,0.0,0
908,1908,CERT-2026-00908,Cybersecurity Bootcamp 908,Cybersecurity,52,13,2026-05-12,2026-05-25,,UPCOMING,2,1,0,1,0.67,4.2,0.81,0.13,,,78.1,,19,2,1,55.6,80.6,60.1,D,,,PENDING,0.0,0
909,1909,CERT-2026-00909,Mobile Bootcamp 909,Mobile,41,10,2025-06-29,2025-07-09,,COMPLETED,12,8,1,3,0.63,3.3,0.7,0.95,52.0,43.4,45.9,20.0,0,2,0,40.1,64.4,44.6,F,,,REVOKED,0.149,0
910,1910,CERT-2026-00910,Cybersecurity Bootcamp 910,Cybersecurity,61,15,2025-11-11,2025-11-26,,COMPLETED,12,5,4,3,0.38,3.1,0.92,0.88,62.1,76.3,94.9,62.6,0,2,1,68.6,91.4,74.5,C,,,PENDING,0.4329,0
911,1911,CERT-2026-00911,UI/UX Bootcamp 911,UI/UX,21,5,2025-09-02,2025-09-07,,COMPLETED,8,7,1,0,0.82,4.3,0.97,0.9,75.1,81.7,88.6,85.6,0,0,2,80.7,94.7,82.7,B,,,PENDING,0.3929,0
912,1912,CERT-2026-00912,Data Science Bootcamp 912,Data Science,60,15,2026-04-05,2026-04-30,,ONGOING,4,3,0,1,0.63,3.5,0.83,0.29,50.4,,69.7,43.7,27,0,0,50.3,81.7,55.9,F,,,PENDING,0.0,0
913,1913,CERT-2026-00913,UI/UX Bootcamp 913,UI/UX,41,10,2025-11-13,2025-11-23,,COMPLETED,6,5,1,0,0.87,3.9,1.0,0.89,96.5,82.4,89.3,81.0,0,2,0,86.3,93.1,87.8,B,2025-12-16,2026-12-16,ISSUED,0.7262,1
914,1914,CERT-2026-00914,Cybersecurity Bootcamp 914,Cybersecurity,73,18,2024-09-22,2024-10-10,,COMPLETED,5,3,1,1,0.6,4.1,0.99,0.97,78.5,86.8,72.8,67.1,0,1,0,79.4,88.4,81.3,B,,,PENDING,0.4929,0
915,1915,CERT-2026-00915,Cybersecurity Bootcamp 915,Cybersecurity,58,14,2025-09-25,2025-10-09,,COMPLETED,9,6,2,1,0.69,3.7,1.0,0.96,64.3,100.0,87.4,87.8,0,2,0,86.2,92.4,88.2,B,2025-10-25,2026-10-25,ISSUED,0.6704,1
916,1916,CERT-2026-00916,Web Development Bootcamp 916,Web Development,62,16,2026-04-06,2026-04-19,,ONGOING,3,2,0,1,0.62,3.9,0.66,0.63,46.8,,56.7,65.9,5,3,0,54.8,64.7,55.2,F,,,PENDING,0.0,0
917,1917,CERT-2026-00917,UI/UX Bootcamp 917,UI/UX,29,7,2025-10-16,2025-10-22,2025-10-22,CANCELLED,6,3,1,2,0.53,3.3,0.61,0.17,39.0,,56.8,40.7,16,2,1,46.2,64.1,49.4,F,,,REVOKED,0.0,0
918,1918,CERT-2026-00918,Mobile Bootcamp 918,Mobile,46,12,2026-04-10,2026-04-23,,ONGOING,4,2,1,1,0.5,3.2,0.74,0.58,47.3,,61.1,33.5,15,0,0,46.9,74.7,52.0,F,,,PENDING,0.0,0
919,1919,CERT-2026-00919,UI/UX Bootcamp 919,UI/UX,35,9,2025-12-13,2025-12-14,2025-12-14,CANCELLED,5,3,1,1,0.67,4.4,0.91,0.21,47.9,,99.8,62.8,6,3,1,54.4,91.1,62.2,D,,,REVOKED,0.0,0
920,1920,CERT-2026-00920,Cloud Bootcamp 920,Cloud,61,15,2025-03-16,2025-03-31,,COMPLETED,17,16,1,0,0.97,5.0,1.0,0.87,83.8,74.0,92.9,71.8,0,0,2,76.4,97.5,80.4,B,2025-04-14,2026-04-14,EXPIRED,0.6982,1
921,1921,CERT-2026-00921,Cybersecurity Bootcamp 921,Cybersecurity,74,18,2026-02-08,2026-02-26,,COMPLETED,10,4,3,3,0.36,2.4,0.71,0.94,31.6,27.8,64.9,40.8,0,3,0,32.2,69.9,38.4,F,,,REVOKED,0.1428,0
922,1922,CERT-2026-00922,Data Science Bootcamp 922,Data Science,71,18,2025-06-18,2025-07-06,,COMPLETED,5,5,0,0,0.94,4.7,0.92,0.99,75.5,87.3,93.4,76.8,0,1,0,81.1,92.5,84.1,B,2025-07-23,2026-07-23,ISSUED,0.7194,1
923,1923,CERT-2026-00923,Cloud Bootcamp 923,Cloud,48,12,2025-09-03,2025-09-15,,COMPLETED,10,8,1,1,0.79,4.5,0.88,1.0,71.3,78.3,67.6,80.0,0,3,1,76.6,78.5,76.4,C,,,PENDING,0.2265,0
924,1924,CERT-2026-00924,Mobile Bootcamp 924,Mobile,37,9,2026-05-02,2026-05-11,,UPCOMING,6,2,1,3,0.35,3.1,0.69,0.03,,,60.3,,16,3,0,55.6,67.4,57.0,F,,,PENDING,0.0,0
925,1925,CERT-2026-00925,Data Science Bootcamp 925,Data Science,45,11,2025-11-25,2025-11-30,2025-11-30,CANCELLED,2,1,0,1,0.67,4.3,0.79,0.22,20.0,,67.2,40.1,2,5,0,40.3,71.1,47.5,F,,,REVOKED,0.0,0
926,1926,CERT-2026-00926,Mobile Bootcamp 926,Mobile,34,8,2025-10-05,2025-10-13,,COMPLETED,7,5,1,1,0.65,3.9,0.88,0.95,68.0,65.3,70.0,59.6,0,2,2,64.7,80.9,67.5,D,2025-11-09,2026-11-09,ISSUED,0.3851,1
927,1927,CERT-2026-00927,Cybersecurity Bootcamp 927,Cybersecurity,37,9,2025-09-09,2025-09-18,,COMPLETED,10,9,0,1,0.88,4.9,0.83,0.9,68.2,77.1,87.7,87.6,0,1,1,77.1,86.4,78.2,C,,,PENDING,0.4037,0
928,1928,CERT-2026-00928,Cybersecurity Bootcamp 928,Cybersecurity,40,10,2025-09-16,2025-09-26,,COMPLETED,5,2,1,2,0.45,3.7,0.78,0.96,62.6,52.1,44.8,,0,3,1,56.7,66.0,56.6,F,2025-10-26,2026-10-26,ISSUED,0.1822,1
929,1929,CERT-2026-00929,Cloud Bootcamp 929,Cloud,48,12,2025-10-04,2025-10-16,,COMPLETED,5,2,1,2,0.5,3.2,0.75,0.95,40.1,71.0,28.4,58.5,0,1,2,58.6,62.1,57.0,F,2025-11-13,2026-11-13,ISSUED,0.1904,1
930,1930,CERT-2026-00930,Mobile Bootcamp 930,Mobile,38,10,2026-04-09,2026-04-29,,ONGOING,5,4,0,1,0.87,4.5,0.87,0.69,85.7,,69.1,77.4,13,4,4,69.4,76.9,69.3,D,,,PENDING,0.0,0
931,1931,CERT-2026-00931,Cloud Bootcamp 931,Cloud,55,14,2026-04-23,2026-05-07,,UPCOMING,4,2,1,1,0.43,4.1,0.68,0.08,,,31.7,,31,0,1,55.6,61.7,53.5,F,,,PENDING,0.0,0
932,1932,CERT-2026-00932,Cybersecurity Bootcamp 932,Cybersecurity,46,12,2026-04-06,2026-04-22,,ONGOING,1,0,1,0,0.49,4.3,1.0,0.59,100.0,,92.2,,6,1,0,68.8,95.7,73.9,C,,,PENDING,0.0,0
933,1933,CERT-2026-00933,Mobile Bootcamp 933,Mobile,46,12,2025-05-11,2025-05-23,,COMPLETED,9,5,2,2,0.61,4.0,0.96,0.86,55.2,70.8,88.0,50.6,0,3,1,61.1,89.2,68.3,D,2025-05-30,2026-05-30,ISSUED,0.2496,1
934,1934,CERT-2026-00934,Cloud Bootcamp 934,Cloud,45,11,2025-02-16,2025-02-27,,COMPLETED,10,5,2,3,0.47,3.2,0.81,0.97,35.8,55.9,70.4,37.5,0,0,0,45.3,81.1,52.2,F,,,REVOKED,0.293,0
935,1935,CERT-2026-00935,Cybersecurity Bootcamp 935,Cybersecurity,61,15,2026-04-06,2026-04-21,,ONGOING,3,1,1,1,0.41,4.2,0.62,0.36,40.8,,28.2,48.8,11,0,1,48.7,57.8,47.6,F,,,PENDING,0.0,0
936,1936,CERT-2026-00936,Cybersecurity Bootcamp 936,Cybersecurity,45,11,2025-08-11,2025-08-22,,COMPLETED,6,4,1,1,0.7,3.2,0.77,0.91,32.3,41.4,40.7,27.8,0,2,0,35.3,65.7,40.1,F,2025-09-12,2026-09-12,ISSUED,0.0861,1
937,1937,CERT-2026-00937,Cybersecurity Bootcamp 937,Cybersecurity,67,17,2026-04-09,2026-04-21,,ONGOING,6,4,1,1,0.65,4.4,0.92,0.61,87.0,,69.9,75.1,6,1,2,69.2,84.3,69.8,D,,,PENDING,0.0,0
938,1938,CERT-2026-00938,Mobile Bootcamp 938,Mobile,51,13,2025-05-21,2025-06-03,,COMPLETED,13,8,3,2,0.62,4.1,0.95,1.0,100.0,100.0,95.6,100.0,0,2,1,100.0,93.0,99.1,A,,,PENDING,0.8368,0
939,1939,CERT-2026-00939,Web Development Bootcamp 939,Web Development,36,9,2025-12-10,2025-12-16,2025-12-16,CANCELLED,4,2,1,1,0.58,4.1,0.98,0.23,52.6,,90.8,57.7,6,0,2,54.5,95.9,62.1,D,,,REVOKED,0.0,0
940,1940,CERT-2026-00940,Data Science Bootcamp 940,Data Science,67,17,2026-05-06,2026-05-23,,UPCOMING,5,3,1,1,0.62,,0.9,0.04,,,62.0,,27,1,3,55.6,80.6,58.9,F,,,PENDING,0.0,0
941,1941,CERT-2026-00941,Web Development Bootcamp 941,Web Development,27,7,2026-05-12,2026-05-19,,UPCOMING,3,2,0,1,0.74,3.9,1.0,0.05,,,85.5,,28,0,0,55.6,94.9,62.5,D,,,PENDING,0.0,0
942,1942,CERT-2026-00942,Mobile Bootcamp 942,Mobile,25,6,2025-03-22,2025-03-28,,COMPLETED,9,3,4,2,0.31,3.8,0.84,0.88,58.6,59.8,40.0,64.0,0,3,2,60.5,67.0,59.7,F,,,PENDING,0.1477,0
943,1943,CERT-2026-00943,Cloud Bootcamp 943,Cloud,44,11,2026-04-23,2026-05-04,,UPCOMING,6,2,2,2,0.39,3.8,0.76,0.05,,,68.8,,14,3,1,55.6,73.5,58.6,F,,,PENDING,0.0,0
944,1944,CERT-2026-00944,Data Science Bootcamp 944,Data Science,51,13,2025-01-23,2025-02-05,,COMPLETED,4,2,1,1,0.53,3.4,0.7,0.87,53.7,58.9,27.8,46.7,0,0,1,54.3,61.2,53.1,F,,,PENDING,0.3836,0
945,1945,CERT-2026-00945,Web Development Bootcamp 945,Web Development,38,10,2026-04-07,2026-04-24,,ONGOING,0,0,0,0,0.0,,0.75,0.68,53.8,,57.1,45.3,3,1,0,51.8,72.1,54.8,F,,,PENDING,0.0,0
946,1946,CERT-2026-00946,Mobile Bootcamp 946,Mobile,47,12,2026-02-13,2026-02-25,,COMPLETED,7,5,1,1,0.73,4.0,0.94,1.0,67.1,85.1,80.5,87.4,0,0,2,80.3,90.5,81.3,B,2026-03-26,2027-03-26,ISSUED,0.6995,1
947,1947,CERT-2026-00947,Cybersecurity Bootcamp 947,Cybersecurity,54,14,2024-09-08,2024-09-22,,COMPLETED,7,6,1,0,0.79,3.9,0.81,0.93,67.8,62.7,60.5,65.5,0,1,1,64.9,76.0,65.5,D,2024-10-05,2025-10-05,EXPIRED,0.6235,1
948,1948,CERT-2026-00948,UI/UX Bootcamp 948,UI/UX,14,4,2024-08-28,2024-09-01,,COMPLETED,7,2,2,3,0.33,3.6,0.67,0.96,45.4,73.7,12.1,56.1,0,3,2,60.8,49.6,56.5,F,,,PENDING,0.3328,0
949,1949,CERT-2026-00949,Data Science Bootcamp 949,Data Science,68,17,2026-04-11,2026-05-02,,ONGOING,2,1,1,0,0.62,4.2,0.99,0.47,62.0,,75.4,55.5,20,1,4,56.8,89.3,62.3,D,,,PENDING,0.0,0
950,1950,CERT-2026-00950,Cybersecurity Bootcamp 950,Cybersecurity,47,12,2026-04-12,2026-04-21,,ONGOING,2,1,0,1,0.53,4.1,0.8,0.43,79.5,,65.3,70.5,14,2,1,65.8,75.7,65.9,D,,,PENDING,0.0,0
951,1951,CERT-2026-00951,Cybersecurity Bootcamp 951,Cybersecurity,51,13,2025-02-23,2025-03-08,,COMPLETED,11,6,3,2,0.51,3.1,0.66,0.97,52.5,71.9,34.5,43.6,0,3,2,59.0,57.0,58.3,F,,,PENDING,0.3597,0
952,1952,CERT-2026-00952,UI/UX Bootcamp 952,UI/UX,36,9,2026-02-15,2026-02-21,2026-02-21,CANCELLED,5,4,0,1,0.79,4.0,0.89,0.04,44.5,,73.4,62.4,23,1,1,53.2,84.1,58.0,F,,,REVOKED,0.0,0
953,1953,CERT-2026-00953,Cloud Bootcamp 953,Cloud,42,10,2025-07-27,2025-08-06,,COMPLETED,9,4,1,4,0.42,3.1,0.86,0.91,73.4,73.7,80.4,78.8,0,0,1,74.9,86.8,76.1,C,,,PENDING,0.2541,0
954,1954,CERT-2026-00954,Cloud Bootcamp 954,Cloud,72,18,2026-05-17,2026-06-04,,UPCOMING,2,1,1,0,0.62,4.3,1.0,0.07,,,92.8,,25,0,4,55.6,97.5,63.4,D,,,PENDING,0.0,0
955,1955,CERT-2026-00955,Mobile Bootcamp 955,Mobile,36,9,2026-01-12,2026-01-21,,COMPLETED,9,5,1,3,0.58,3.9,0.98,0.9,73.5,66.9,87.9,68.2,0,0,1,69.2,94.9,73.7,C,,,PENDING,0.6006,0
956,1956,CERT-2026-00956,Cybersecurity Bootcamp 956,Cybersecurity,56,14,2024-12-14,2024-12-28,,COMPLETED,5,3,1,1,0.59,3.8,0.81,0.93,41.1,50.6,82.8,46.3,0,1,1,46.7,83.8,54.0,F,,,REVOKED,0.3674,0
957,1957,CERT-2026-00957,Data Science Bootcamp 957,Data Science,63,16,2026-04-24,2026-05-10,,UPCOMING,11,6,1,4,0.57,3.2,0.73,0.07,,,61.0,,35,2,4,55.6,71.0,57.4,F,,,PENDING,0.0,0
958,1958,CERT-2026-00958,Mobile Bootcamp 958,Mobile,48,12,2025-08-02,2025-08-14,,COMPLETED,8,5,2,1,0.65,4.5,0.9,0.96,79.4,83.5,76.7,55.3,0,0,4,75.2,87.3,78.3,C,2025-08-20,2026-08-20,ISSUED,0.7412,1
959,1959,CERT-2026-00959,Cloud Bootcamp 959,Cloud,37,9,2026-01-12,2026-01-13,2026-01-13,CANCELLED,3,2,0,1,0.58,3.5,0.95,0.4,79.2,,87.9,48.5,12,1,1,60.2,91.9,66.6,D,,,REVOKED,0.0,0
960,1960,CERT-2026-00960,Cybersecurity Bootcamp 960,Cybersecurity,40,10,2025-03-11,2025-03-21,,COMPLETED,14,11,1,2,0.81,4.7,0.99,0.93,75.6,79.2,69.4,72.9,0,1,4,76.5,87.2,77.9,C,2025-03-30,2026-03-30,EXPIRED,0.8086,1
961,1961,CERT-2026-00961,Cloud Bootcamp 961,Cloud,58,14,2024-12-21,2025-01-04,,COMPLETED,11,5,2,4,0.49,4.6,1.0,0.91,100.0,100.0,100.0,100.0,0,0,4,100.0,100.0,100.0,A,2025-01-13,2026-01-13,EXPIRED,0.8992,1
962,1962,CERT-2026-00962,Cybersecurity Bootcamp 962,Cybersecurity,32,8,2026-04-08,2026-04-19,,ONGOING,1,0,0,1,0.45,3.0,0.81,0.52,40.3,,50.2,41.1,11,2,0,46.7,70.8,50.6,F,,,PENDING,0.0,0
963,1963,CERT-2026-00963,Cloud Bootcamp 963,Cloud,63,16,2026-04-26,2026-05-12,,UPCOMING,8,7,0,1,0.92,4.7,0.94,0.08,,,95.4,,30,0,2,55.6,95.7,63.2,D,,,PENDING,0.0,0
964,1964,CERT-2026-00964,Web Development Bootcamp 964,Web Development,48,12,2025-04-29,2025-05-11,,COMPLETED,9,7,1,1,0.77,4.5,1.0,0.95,80.3,100.0,73.6,90.4,0,4,4,91.7,84.4,90.8,A,2025-05-13,2026-05-13,ISSUED,0.6676,1
965,1965,CERT-2026-00965,Web Development Bootcamp 965,Web Development,34,8,2026-04-09,2026-04-27,,ONGOING,5,3,1,1,0.52,3.5,0.81,0.52,72.7,,81.3,69.5,11,1,2,63.5,83.3,66.1,D,,,PENDING,0.0,0
966,1966,CERT-2026-00966,Web Development Bootcamp 966,Web Development,38,10,2025-07-23,2025-08-02,,COMPLETED,6,5,0,1,0.84,3.7,0.64,0.89,26.4,36.2,45.9,35.4,0,3,0,33.1,60.1,37.1,F,,,REVOKED,0.0856,0
967,1967,CERT-2026-00967,Cloud Bootcamp 967,Cloud,28,7,2025-04-04,2025-04-11,,COMPLETED,11,6,2,3,0.52,2.9,0.67,0.94,30.5,45.0,47.5,45.2,0,6,0,40.7,57.2,43.6,F,,,REVOKED,0.0388,0
968,1968,CERT-2026-00968,Data Science Bootcamp 968,Data Science,54,14,2025-04-28,2025-05-12,,COMPLETED,10,3,3,4,0.28,3.3,0.68,1.0,60.5,64.8,37.7,71.8,0,3,0,65.3,59.0,61.8,D,,,PENDING,0.2668,0
969,1969,CERT-2026-00969,Data Science Bootcamp 969,Data Science,52,13,2026-05-18,2026-05-31,,UPCOMING,3,3,0,0,0.85,3.9,0.86,0.08,,,65.3,,21,3,2,55.6,76.8,59.0,F,,,PENDING,0.0,0
970,1970,CERT-2026-00970,Cybersecurity Bootcamp 970,Cybersecurity,63,16,2026-04-07,2026-04-21,,ONGOING,1,1,0,0,0.84,4.5,0.94,0.67,88.4,,83.4,89.5,23,2,0,73.2,88.3,74.0,C,,,PENDING,0.0,0
971,1971,CERT-2026-00971,Data Science Bootcamp 971,Data Science,70,18,2026-04-07,2026-04-21,,ONGOING,3,2,1,0,0.69,4.2,0.99,0.67,92.0,,98.9,92.5,1,1,2,75.0,97.6,77.5,C,,,PENDING,0.0,0
972,1972,CERT-2026-00972,Mobile Bootcamp 972,Mobile,38,10,2025-11-25,2025-12-01,2025-12-01,CANCELLED,7,5,1,1,0.71,3.5,0.56,0.28,43.8,,30.1,38.7,15,2,0,47.1,52.5,46.7,F,,,REVOKED,0.0,0
973,1973,CERT-2026-00973,Mobile Bootcamp 973,Mobile,27,7,2025-06-08,2025-06-15,,COMPLETED,10,6,2,2,0.57,4.4,1.0,0.96,90.1,89.0,84.8,93.9,0,1,1,90.6,93.1,90.3,A,2025-07-07,2026-07-07,ISSUED,0.6716,1
974,1974,CERT-2026-00974,Cybersecurity Bootcamp 974,Cybersecurity,62,16,2026-04-19,2026-05-05,,UPCOMING,3,2,0,1,0.51,3.6,0.88,0.01,,,52.6,,8,4,3,55.6,71.6,57.6,F,,,PENDING,0.0,0
975,1975,CERT-2026-00975,Cybersecurity Bootcamp 975,Cybersecurity,42,10,2025-03-27,2025-04-06,,COMPLETED,9,7,1,1,0.77,4.4,0.91,0.91,80.3,100.0,68.5,72.2,0,3,0,87.1,80.1,86.9,B,2025-04-10,2026-04-10,EXPIRED,0.7533,1
976,1976,CERT-2026-00976,UI/UX Bootcamp 976,UI/UX,41,10,2025-11-02,2025-11-12,,COMPLETED,11,6,3,2,0.53,3.8,0.98,0.91,55.3,70.3,88.5,85.2,0,0,3,69.5,95.1,73.2,C,2025-11-18,2026-11-18,ISSUED,0.6679,1
977,1977,CERT-2026-00977,Web Development Bootcamp 977,Web Development,39,10,2026-05-21,2026-05-31,,UPCOMING,6,4,1,1,0.59,3.8,1.0,0.0,,,99.7,,25,0,1,55.6,99.9,64.2,D,,,PENDING,0.0,0
978,1978,CERT-2026-00978,Web Development Bootcamp 978,Web Development,39,10,2026-05-20,2026-05-30,,UPCOMING,2,1,0,1,0.61,4.3,0.88,0.05,,,95.2,,23,2,0,55.6,89.7,62.7,D,,,PENDING,0.0,0
979,1979,CERT-2026-00979,Web Development Bootcamp 979,Web Development,55,14,2024-08-10,2024-08-24,,COMPLETED,6,4,1,1,0.66,3.8,0.84,0.96,64.8,90.3,67.9,94.4,0,2,4,83.7,78.4,81.6,B,2024-09-23,2025-09-23,EXPIRED,0.5848,1
980,1980,CERT-2026-00980,Cybersecurity Bootcamp 980,Cybersecurity,58,14,2025-03-18,2025-04-01,,COMPLETED,4,3,1,0,0.76,4.4,0.82,0.92,,65.6,48.2,44.0,0,3,0,57.3,69.0,59.5,F,,,PENDING,0.2209,0
981,1981,CERT-2026-00981,Cybersecurity Bootcamp 981,Cybersecurity,47,12,2025-09-11,2025-09-23,,COMPLETED,7,7,0,0,0.97,4.5,0.96,0.99,86.8,87.6,95.8,99.6,0,3,5,90.4,91.9,90.7,A,2025-09-26,2026-09-26,ISSUED,0.9384,1
982,1982,CERT-2026-00982,Web Development Bootcamp 982,Web Development,32,8,2025-01-27,2025-02-04,,COMPLETED,7,6,1,0,0.81,4.0,0.74,0.86,58.9,65.5,84.1,63.4,0,2,0,63.0,79.5,66.5,D,,,PENDING,0.3819,0
983,1983,CERT-2026-00983,UI/UX Bootcamp 983,UI/UX,26,6,2026-04-30,2026-05-06,,UPCOMING,3,2,0,1,0.74,4.1,0.85,0.09,,,73.2,,26,6,1,55.6,74.3,59.8,F,,,PENDING,0.0,0
984,1984,CERT-2026-00984,Data Science Bootcamp 984,Data Science,53,13,2026-04-06,2026-04-29,,ONGOING,4,2,1,1,0.62,4.3,0.98,0.59,58.2,,65.9,87.8,12,1,3,63.7,85.6,64.7,D,,,PENDING,0.0,0
985,1985,CERT-2026-00985,Web Development Bootcamp 985,Web Development,36,9,2025-11-11,2025-11-12,2025-11-12,CANCELLED,3,1,1,1,0.44,4.1,0.83,0.18,47.1,,75.3,67.4,21,3,3,55.3,78.9,59.1,F,,,REVOKED,0.0,0
986,1986,CERT-2026-00986,Web Development Bootcamp 986,Web Development,39,10,2026-04-09,2026-04-30,,ONGOING,3,2,0,1,0.64,4.3,0.93,0.7,79.0,,71.7,81.3,17,1,4,68.3,85.3,69.1,D,,,PENDING,0.0,0
987,1987,CERT-2026-00987,UI/UX Bootcamp 987,UI/UX,40,10,2026-05-04,2026-05-14,,UPCOMING,7,4,2,1,0.56,3.9,0.84,0.05,,,64.0,,30,1,2,55.6,78.6,58.6,F,,,PENDING,0.0,0
988,1988,CERT-2026-00988,Web Development Bootcamp 988,Web Development,42,10,2024-08-05,2024-08-15,,COMPLETED,7,4,1,2,0.51,3.6,0.82,0.96,52.1,65.8,76.2,75.2,0,4,2,64.0,77.2,66.4,D,,,PENDING,0.3058,0
989,1989,CERT-2026-00989,UI/UX Bootcamp 989,UI/UX,38,10,2025-05-19,2025-05-29,,COMPLETED,8,5,1,2,0.67,4.8,0.97,1.0,68.6,84.0,67.0,51.5,0,1,1,71.3,85.5,74.8,C,2025-06-07,2026-06-07,ISSUED,0.4918,1
990,1990,CERT-2026-00990,Web Development Bootcamp 990,Web Development,48,12,2026-01-27,2026-02-04,2026-02-04,CANCELLED,5,4,1,0,0.87,3.9,0.59,0.27,27.1,,10.0,35.5,21,2,0,41.3,46.8,40.1,F,,,REVOKED,0.0,0
991,1991,CERT-2026-00991,Cybersecurity Bootcamp 991,Cybersecurity,57,14,2026-02-13,2026-02-18,2026-02-18,CANCELLED,4,2,1,1,0.53,4.1,0.96,0.41,74.3,,72.3,,15,0,1,61.1,88.5,65.0,D,,,REVOKED,0.0,0
992,1992,CERT-2026-00992,Cloud Bootcamp 992,Cloud,62,16,2025-08-11,2025-08-27,,COMPLETED,8,5,2,1,0.6,4.2,0.64,0.96,25.0,55.0,36.2,24.3,0,4,0,38.3,55.1,42.0,F,,,REVOKED,0.1766,0
993,1993,CERT-2026-00993,Mobile Bootcamp 993,Mobile,34,8,2026-04-12,2026-04-23,,ONGOING,6,5,1,0,0.86,4.3,1.0,0.44,71.6,,96.8,83.3,13,3,6,66.6,94.1,71.1,C,,,PENDING,0.0,0
994,1994,CERT-2026-00994,Data Science Bootcamp 994,Data Science,56,14,2025-07-15,2025-07-29,,COMPLETED,12,8,2,2,0.67,4.2,0.82,0.85,46.5,66.6,41.4,45.0,0,1,2,55.2,69.8,57.0,F,,,PENDING,0.2941,0
995,1995,CERT-2026-00995,Cloud Bootcamp 995,Cloud,62,16,2024-11-22,2024-12-08,,COMPLETED,5,2,2,1,0.42,3.1,0.86,0.91,63.1,55.6,78.2,54.3,0,1,0,57.5,84.5,62.4,D,2025-01-04,2026-01-04,EXPIRED,0.4403,1
996,1996,CERT-2026-00996,Data Science Bootcamp 996,Data Science,47,12,2025-08-03,2025-08-15,,COMPLETED,8,6,1,1,0.7,3.5,0.93,1.0,91.5,91.6,78.7,72.6,0,0,2,86.8,89.4,87.5,B,2025-08-23,2026-08-23,ISSUED,0.907,1
997,1997,CERT-2026-00997,Cloud Bootcamp 997,Cloud,60,15,2026-05-20,2026-06-04,,UPCOMING,7,3,2,2,0.42,3.2,0.93,0.05,,,90.5,,31,0,1,55.6,93.5,62.5,D,,,PENDING,0.0,0
998,1998,CERT-2026-00998,Mobile Bootcamp 998,Mobile,34,8,2025-09-08,2025-09-16,,COMPLETED,10,7,1,2,0.69,3.7,0.82,0.95,61.7,56.5,61.9,63.7,0,2,0,59.9,75.4,61.4,D,2025-09-18,2026-09-18,ISSUED,0.4598,1
999,1999,CERT-2026-00999,Cybersecurity Bootcamp 999,Cybersecurity,49,12,2025-10-08,2025-10-12,2025-10-12,CANCELLED,6,4,1,1,0.69,3.5,0.74,0.1,55.3,,50.4,62.8,1,1,0,56.6,69.3,56.7,F,,,REVOKED,0.0,0
1000,2000,CERT-2026-01000,Cybersecurity Bootcamp 1000,Cybersecurity,54,14,2026-04-05,2026-04-19,,ONGOING,5,3,1,1,0.64,3.9,0.85,0.53,90.9,,72.1,96.3,13,1,3,75.6,81.9,73.4,C,,,PENDING,0.0,0
1001,2001,CERT-2026-01001,Cybersecurity Bootcamp 1001,Cybersecurity,59,15,2025-03-26,2025-04-10,,COMPLETED,13,5,5,3,0.38,3.9,0.82,0.97,42.0,57.9,37.4,46.9,0,3,1,50.4,65.2,52.0,F,,,REVOKED,0.1967,0
1002,2002,CERT-2026-01002,Data Science Bootcamp 1002,Data Science,54,14,2024-11-18,2024-12-02,,COMPLETED,10,9,1,0,0.9,,0.69,0.99,59.0,90.1,68.3,,0,0,0,72.7,75.0,73.8,C,2024-12-12,2025-12-12,EXPIRED,0.6734,1
